country,year,value
BY,2012,0.0
BY,2013,0.0
BY,2014,0.0
BY,2015,0.0
BY,2016,0.0
BY,2017,0.0
BY,2018,0.0
BY,2019,0.0
BY,2020,0.0
BY,2021,0.0
FO,2009,0.0
FO,2010,0.0
FO,2011,0.0
FO,2012,0.0
FO,2013,0.0
FO,2014,0.0
FO,2015,0.0
FO,2016,0.0
FO,2017,0.0
FO,2018,0.0
FO,2019,0.0
FO,2020,0.0
FO,2021,0.0
AD,2009,0.0
AD,2010,0.0
AD,2011,0.0
AD,2012,0.0
AD,2013,0.0
AD,2014,0.0
AD,2015,0.0
AD,2016,0.0
AD,2017,0.0
AD,2018,0.0
AD,2019,0.0
AD,2020,0.0
AD,2021,0.0
CH,2009,0.0
CH,2010,0.0
CH,2011,0.0
CH,2012,0.0
CH,2013,0.0
CH,2014,0.0
CH,2015,0.0
CH,2016,0.0
CH,2017,0.0
CH,2018,0.0
CH,2019,0.0
CH,2020,0.0
CH,2021,0.0
SM,2009,0.0
SM,2010,0.0
SM,2011,0.0
SM,2012,0.0
SM,2013,0.0
SM,2014,0.0
SM,2015,0.0
SM,2016,0.0
SM,2017,0.0
SM,2018,0.0
SM,2019,0.0
SM,2020,0.0
SM,2021,0.0
VA,2009,0.0
VA,2010,0.0
VA,2011,0.0
VA,2012,0.0
VA,2013,0.0
VA,2014,0.0
VA,2015,0.0
VA,2016,0.0
VA,2017,0.0
VA,2018,0.0
VA,2019,0.0
VA,2020,0.0
VA,2021,0.0
RU,2009,0.0
RU,2010,0.0
RU,2011,0.0
RU,2012,0.0
RU,2013,0.0
RU,2014,0.0
RU,2015,0.0
RU,2016,0.0
RU,2017,0.0
RU,2018,0.0
RU,2019,0.0
RU,2020,0.0
RU,2021,0.0
